pl_dens,pl_denserr1,pl_denserr2,pl_denslim,st_met,st_meterr1,st_meterr2,st_metlim
1.440000,,,0,-0.100,0.161,-0.177,0
0.699000,,,0,0.170,0.104,-0.107,0
4.590000,,,0,0.050,0.147,-0.156,0
5.510000,,,0,0.141,0.013,-0.013,0
2.730000,,,0,0.141,0.013,-0.013,0
2.840000,,,0,-0.460,0.225,-0.105,0
5.340000,,,0,0.040,0.151,-0.170,0
2.430000,,,0,0.000,0.131,-0.194,0
4.350000,,,0,0.020,0.128,-0.163,0
1.740000,,,0,0.020,0.147,-0.162,0
1.470000,,,0,0.060,0.161,-0.158,0
1.710000,,,0,0.030,0.130,-0.155,0
4.990000,,,0,0.070,0.153,-0.158,0
3.500000,,,0,-0.010,0.141,-0.188,0
2.300000,,,0,-0.030,0.136,-0.184,0
5.040000,,,0,0.000,0.097,-0.110,0
2.130000,,,0,0.000,0.097,-0.110,0
2.450000,,,0,0.000,0.097,-0.110,0
1.020000,,,0,0.100,0.152,-0.132,0
1.800000,,,0,-0.020,0.135,-0.207,0
1.930000,,,0,-0.020,0.135,-0.207,0
1.730000,,,0,-0.010,0.143,-0.167,0
2.210000,,,0,-0.010,0.143,-0.167,0
2.640000,,,0,-0.010,0.137,-0.171,0
3.470000,,,0,-0.100,0.167,-0.177,0
3.720000,,,0,0.040,0.138,-0.158,0
6.020000,,,0,0.040,0.127,-0.131,0
1.590000,,,0,-0.140,0.050,-0.050,0
5.380000,,,0,-0.150,0.110,-0.110,0
5.540000,,,0,-0.150,0.110,-0.110,0
2.640000,,,0,0.120,0.150,-0.150,0
2.770000,,,0,0.120,0.150,-0.150,0
5.220000,,,0,-0.110,,,0
3.560000,,,0,-0.160,,,0
4.280000,,,0,-0.300,0.120,-0.120,0
2.880000,,,0,-0.180,0.100,-0.100,0
1.200000,,,1,-0.088,0.097,-0.095,0
2.720000,0.970000,-0.900000,0,-0.240,0.050,-0.050,0
2.130000,0.870000,-0.570000,0,0.190,0.040,-0.040,0
0.253000,,,0,0.190,0.040,-0.040,0
6.360000,1.070000,-0.910000,0,-0.180,0.100,-0.100,0
2.710000,,,0,-0.030,0.150,-0.168,0
2.550000,,,0,-0.030,0.150,-0.168,0
3.860000,,,0,-0.030,0.150,-0.168,0
1.600000,1.100000,-1.100000,0,-0.120,0.100,-0.100,0
1.660000,,,0,0.060,0.110,-0.110,0
1.860000,,,0,0.370,0.022,-0.022,0
2.030000,,,0,-0.013,0.026,-0.026,0
1.990000,,,0,-0.200,0.220,-0.320,0
1.700000,,,0,-0.200,0.220,-0.320,0
1.900000,,,0,-0.260,0.025,-0.025,0
1.160000,,,0,0.070,0.190,-0.290,0
2.080000,,,0,-0.230,0.130,-0.130,0
3.410000,,,0,-0.200,0.150,-0.150,0
3.900000,,,0,0.020,0.067,-0.067,0
4.030000,,,0,0.020,0.067,-0.067,0
5.970000,,,0,0.020,0.067,-0.067,0
1.680000,0.340000,-0.330000,0,0.020,0.067,-0.067,0
1.630000,,,0,-0.080,0.220,-0.300,0
5.470000,,,0,0.250,0.013,-0.013,0
1.910000,,,0,-0.250,0.047,-0.047,0
1.940000,,,0,0.228,0.026,-0.026,0
1.730000,,,0,0.056,0.014,-0.014,0
1.790000,,,0,0.254,0.018,-0.018,0
1.610000,,,0,0.135,0.018,-0.018,0
2.160000,,,0,0.108,0.031,-0.031,0
1.660000,,,0,0.000,0.150,-0.150,0
3.060000,,,0,-0.040,0.240,-0.280,0
4.820000,,,0,0.090,0.144,-0.132,0
2.170000,,,0,0.090,0.144,-0.132,0
5.290000,,,0,0.200,0.200,-0.260,0
2.330000,,,0,0.106,0.065,-0.065,0
1.980000,,,0,-0.048,0.211,-0.211,0
3.480000,,,0,0.160,0.150,-0.150,0
2.000000,,,0,0.127,0.014,-0.014,0
2.300000,,,0,0.210,0.170,-0.270,0
4.970000,,,0,0.077,0.012,-0.012,0
4.090000,,,0,-0.140,0.150,-0.150,0
5.830000,,,0,-0.046,0.042,-0.042,0
5.170000,,,0,-0.146,0.009,-0.009,0
5.750000,,,0,0.050,0.104,-0.102,0
5.960000,,,0,0.050,0.104,-0.102,0
5.910000,,,0,0.050,0.104,-0.102,0
2.830000,,,0,0.050,0.104,-0.102,0
2.300000,,,0,0.050,0.104,-0.102,0
2.050000,,,0,0.000,0.150,-0.150,0
3.580000,,,0,0.160,0.150,-0.150,0
5.680000,,,0,0.360,0.100,-0.280,0
5.670000,,,0,0.026,0.043,-0.043,0
5.270000,,,0,0.160,0.150,-0.150,0
5.890000,,,0,0.140,0.150,-0.150,0
5.720000,,,0,-0.035,0.013,-0.013,0
2.050000,,,0,-0.040,0.200,-0.300,0
5.830000,,,0,0.034,0.032,-0.032,0
5.560000,,,0,0.080,0.057,-0.057,0
4.400000,,,0,0.225,0.029,-0.029,0
1.350000,0.080000,-0.080000,0,0.260,0.100,-0.100,0
13.900000,,,0,0.310,0.080,-0.079,0
2.010000,,,0,0.310,0.080,-0.079,0
1.970000,,,0,0.160,0.150,-0.150,0
2.790000,,,0,0.030,0.100,-0.100,0
4.280000,,,0,-0.240,0.300,-0.300,0
4.070000,0.550000,-0.490000,0,0.196,0.058,-0.058,0
2.977353,0.661634,-0.551362,0,-0.200,0.150,-0.150,0
3.528714,0.827042,-0.661634,0,-0.200,0.150,-0.150,0
,,,,0.000,0.200,-0.200,0
1.790000,,,0,-0.040,0.150,-0.150,0
2.610000,,,0,0.110,0.100,-0.100,0
2.320000,,,0,0.110,0.100,-0.100,0
3.440000,,,0,0.110,0.100,-0.100,0
1.730000,,,0,-0.040,0.150,-0.150,0
3.370000,,,0,0.000,0.150,-0.150,0
2.690000,,,0,0.020,0.150,-0.150,0
3.900000,,,0,0.100,0.100,-0.150,0
1.690000,,,0,0.220,0.150,-0.150,0
1.240000,,,0,-0.040,0.150,-0.150,0
2.490000,,,0,-0.240,0.150,-0.150,0
1.890000,,,0,-0.060,0.150,-0.150,0
2.310000,,,0,-0.320,0.150,-0.150,0
1.320000,,,0,0.040,0.200,-0.150,0
2.590000,,,0,0.230,0.089,-0.101,0
2.010000,,,0,0.230,0.089,-0.101,0
2.740000,,,0,0.230,0.089,-0.101,0
2.100000,,,0,0.230,0.089,-0.101,0
1.720000,,,0,-0.040,0.300,-0.300,0
1.790000,,,0,-0.040,0.300,-0.300,0
2.000000,,,0,-0.200,0.300,-0.300,0
1.990000,,,0,-0.300,0.300,-0.300,0
2.030000,,,0,-0.220,0.300,-0.300,0
2.050000,,,0,0.000,0.150,-0.150,0
2.380000,,,0,0.000,0.150,-0.150,0
1.750000,,,0,-0.120,0.300,-0.300,0
1.930000,,,0,0.180,0.200,-0.300,0
1.340000,,,0,-0.060,0.150,-0.150,0
5.660000,,,0,0.036,0.014,-0.014,0
2.480000,,,0,0.036,0.014,-0.014,0
1.120000,,,0,-0.040,0.250,-0.300,0
1.940000,,,0,0.000,0.150,-0.150,0
1.250000,,,0,0.040,0.150,-0.150,0
1.460000,,,0,0.240,0.150,-0.200,0
1.820000,,,0,-0.100,0.250,-0.300,0
5.940000,,,0,-0.340,0.150,-0.150,0
1.350000,,,0,-0.280,0.300,-0.300,0
0.878000,,,0,0.300,0.150,-0.300,0
2.040000,,,0,-0.020,0.250,-0.300,0
2.480000,,,0,-0.500,0.350,-0.250,0
3.280000,,,0,-0.440,0.100,-0.100,0
4.700000,,,0,-0.440,0.100,-0.100,0
2.840000,,,0,-0.440,0.100,-0.100,0
1.650000,,,0,-0.060,0.150,-0.150,0
5.750000,,,0,-0.220,0.150,-0.150,0
2.860000,,,0,-0.180,0.300,-0.300,0
4.280000,,,0,0.400,0.050,-0.150,0
1.400000,,,0,-0.500,0.300,-0.300,0
3.350000,,,0,0.160,0.150,-0.150,0
0.455000,,,0,0.060,0.150,-0.150,0
1.190000,,,0,0.210,0.200,-0.300,0
2.150000,,,0,-0.220,0.300,-0.300,0
4.230000,,,0,-0.160,0.150,-0.150,0
2.320000,,,0,0.100,0.138,-0.144,0
1.810000,,,0,0.100,0.138,-0.144,0
0.764000,,,0,0.140,0.150,-0.150,0
3.600000,,,0,-0.260,0.300,-0.300,0
1.100000,,,0,-0.200,0.300,-0.300,0
2.780000,,,0,0.000,0.250,-0.300,0
2.470000,,,0,0.080,0.250,-0.300,0
0.780000,,,0,-0.260,0.300,-0.300,0
4.770000,,,0,0.160,0.150,-0.150,0
1.930000,,,0,-0.240,0.300,-0.300,0
2.310000,,,0,0.160,0.150,-0.100,0
5.030000,,,0,-0.020,0.300,-0.300,0
4.940000,,,0,0.160,0.150,-0.150,0
7.190000,,,0,0.160,0.150,-0.150,0
5.280000,,,0,0.160,0.150,-0.150,0
4.870000,,,0,0.030,0.149,-0.171,0
2.680000,,,0,0.080,0.150,-0.150,0
5.120000,,,0,0.070,0.150,-0.150,0
2.100000,,,0,0.070,0.200,-0.350,0
5.800000,,,0,0.020,0.150,-0.150,0
1.090000,,,0,-0.140,0.250,-0.300,0
2.400000,,,0,0.040,0.250,-0.300,0
2.700000,,,0,-0.220,0.150,-0.150,0
1.880000,,,0,0.140,0.150,-0.150,0
2.770000,,,0,0.140,0.200,-0.300,0
1.120000,,,0,-0.060,0.150,-0.150,0
0.750000,0.160000,-0.140000,0,-0.110,0.040,-0.040,0
0.121000,0.027000,-0.025000,0,-0.110,0.040,-0.040,0
2.020000,,,0,0.100,0.250,-0.300,0
1.280000,,,0,0.000,0.150,-0.150,0
2.180000,,,0,0.120,0.150,-0.150,0
1.540000,,,0,0.260,0.150,-0.150,0
1.740000,,,0,-0.020,0.250,-0.300,0
1.460000,,,0,0.240,0.150,-0.100,0
2.260000,,,0,0.100,0.150,-0.150,0
2.940000,,,0,0.060,0.150,-0.150,0
1.870000,,,0,-0.060,0.250,-0.300,0
1.860000,,,0,0.160,0.150,-0.150,0
1.970000,,,0,0.180,0.150,-0.100,0
1.990000,,,0,0.180,0.150,-0.100,0
1.320000,,,0,0.180,0.150,-0.100,0
1.490000,,,0,0.000,0.150,-0.150,0
2.550000,,,0,0.440,0.050,-0.300,0
2.780000,,,0,0.000,0.150,-0.150,0
5.500000,,,0,-0.160,0.300,-0.300,0
2.060000,,,0,0.100,0.250,-0.300,0
2.160000,,,0,0.000,0.150,-0.150,0
1.750000,,,0,0.140,0.150,-0.150,0
2.640000,,,0,-0.220,0.250,-0.350,0
2.550000,,,0,-0.200,0.300,-0.300,0
2.030000,,,0,0.120,0.150,-0.150,0
4.150000,,,0,0.123,0.050,-0.050,0
3.200000,,,0,0.123,0.050,-0.050,0
1.770000,,,0,0.000,0.150,-0.150,0
1.790000,,,0,-0.060,0.150,-0.150,0
2.370000,,,0,0.320,0.150,-0.250,0
1.390000,,,0,-0.060,0.300,-0.300,0
3.680000,,,0,0.020,0.250,-0.300,0
4.060000,,,0,0.280,0.150,-0.300,0
2.110000,,,0,-0.160,0.300,-0.350,0
1.840000,,,0,-0.200,0.250,-0.350,0
2.650000,,,0,0.060,0.150,-0.150,0
1.240000,,,0,0.000,0.250,-0.300,0
4.900000,2.400000,-2.400000,0,0.190,0.060,-0.060,0
0.590000,0.070000,-0.070000,0,0.190,0.060,-0.060,0
0.270000,0.030000,-0.030000,0,0.190,0.060,-0.060,0
4.660000,,,0,0.030,0.131,-0.158,0
1.880000,,,0,0.030,0.131,-0.158,0
5.330000,,,0,0.080,0.150,-0.150,0
2.160000,,,0,-0.060,0.300,-0.300,0
4.040000,,,0,0.000,0.150,-0.150,0
2.630000,,,0,0.000,0.150,-0.150,0
4.300000,,,0,0.100,0.250,-0.250,0
4.470000,,,0,0.100,0.150,-0.150,0
2.590000,,,0,-0.040,0.300,-0.300,0
2.160000,,,0,-0.360,0.250,-0.300,0
1.870000,,,0,-0.340,0.350,-0.300,0
4.600000,,,0,0.040,0.150,-0.150,0
5.770000,,,0,-0.023,0.046,-0.046,0
3.220000,,,0,-0.023,0.046,-0.046,0
1.330000,,,0,0.160,0.150,-0.150,0
1.360000,,,0,0.160,0.150,-0.150,0
2.630000,,,0,0.100,0.250,-0.300,0
5.030000,,,0,-0.040,0.150,-0.150,0
2.560000,,,0,0.200,0.200,-0.300,0
2.110000,,,0,-0.060,0.300,-0.300,0
3.270000,,,0,-0.240,0.150,-0.150,0
2.710000,,,0,0.160,0.150,-0.150,0
3.910000,,,0,-0.080,0.250,-0.300,0
1.340000,,,0,0.210,0.200,-0.350,0
2.300000,,,0,0.072,0.023,-0.023,0
1.580000,,,0,0.072,0.023,-0.023,0
1.790000,,,0,0.070,0.250,-0.300,0
2.280000,,,0,0.140,0.150,-0.150,0
2.220000,,,0,-0.320,0.300,-0.300,0
3.030000,,,0,0.060,0.150,-0.150,0
2.550000,,,0,0.200,0.150,-0.150,0
4.990000,,,0,0.140,0.150,-0.150,0
4.760000,,,0,-0.280,0.150,-0.150,0
3.520000,,,0,0.080,0.150,-0.100,0
2.980000,,,0,-0.040,0.150,-0.150,0
2.420000,,,0,0.000,0.300,-0.300,0
3.080000,,,0,0.101,0.085,-0.085,0
16.800000,,,0,0.101,0.085,-0.085,0
1.650000,,,0,0.240,0.150,-0.150,0
3.260000,,,0,0.070,0.250,-0.300,0
6.010000,,,0,-0.540,0.300,-0.300,0
5.600000,,,0,0.380,0.050,-0.150,0
4.830000,,,0,0.160,0.150,-0.150,0
1.520000,,,0,-0.260,0.300,-0.300,0
2.330000,,,0,-0.140,0.250,-0.350,0
3.060000,,,0,-0.020,0.250,-0.350,0
4.080000,,,0,0.040,0.150,-0.150,0
3.310000,,,0,-0.040,0.250,-0.300,0
2.580000,,,0,-0.196,0.013,-0.013,0
6.320000,,,0,-0.196,0.013,-0.013,0
2.410000,,,0,-0.196,0.013,-0.013,0
2.080000,,,0,0.140,0.150,-0.150,0
4.690000,,,0,0.120,0.150,-0.150,0
2.590000,,,0,0.060,0.250,-0.300,0
2.160000,,,0,0.020,0.150,-0.150,0
1.860000,,,0,-0.180,0.300,-0.300,0
2.470000,,,0,-0.140,0.150,-0.150,0
3.770000,,,0,0.080,0.150,-0.150,0
2.120000,,,0,-0.180,0.300,-0.300,0
5.050000,,,0,0.000,0.150,-0.150,0
2.540000,,,0,-0.100,0.300,-0.300,0
5.870000,,,0,0.160,0.150,-0.150,0
3.160000,,,0,0.160,0.150,-0.150,0
4.440000,,,0,-0.220,0.150,-0.150,0
1.340000,,,0,-0.280,0.300,-0.300,0
3.460000,,,0,0.240,0.200,-0.300,0
4.580000,,,0,0.160,0.150,-0.150,0
2.290000,,,0,0.000,0.150,-0.150,0
5.990000,,,0,0.070,0.150,-0.150,0
3.850000,,,0,0.140,0.150,-0.150,0
3.280000,,,0,-0.540,0.300,-0.300,0
2.490000,,,0,0.160,0.150,-0.150,0
4.330000,,,0,0.160,0.150,-0.150,0
5.560000,,,0,-0.280,0.100,-0.100,0
5.910000,,,0,-0.280,0.100,-0.100,0
5.090000,,,0,-0.280,0.100,-0.100,0
5.770000,,,0,-0.280,0.100,-0.100,0
5.870000,,,0,-0.260,0.120,-0.120,0
5.770000,,,0,0.000,0.150,-0.150,0
2.810000,,,0,0.260,0.150,-0.150,0
2.820000,,,0,-0.240,0.300,-0.300,0
2.720000,,,0,0.210,0.150,-0.150,0
4.520000,,,0,0.060,0.150,-0.150,0
4.360000,,,0,-0.060,0.300,-0.300,0
3.040000,,,0,0.160,0.150,-0.150,0
5.810000,,,0,-0.240,0.300,-0.300,0
1.780000,,,0,0.000,0.150,-0.150,0
5.720000,,,0,-0.060,0.150,-0.150,0
5.040000,,,0,-0.020,0.093,-0.099,0
2.200000,,,0,-0.020,0.093,-0.099,0
3.000000,,,0,0.070,0.150,-0.150,0
2.490000,,,0,0.120,0.250,-0.300,0
2.550000,,,0,0.320,0.100,-0.300,0
4.190000,,,0,0.210,0.200,-0.300,0
2.810000,,,0,0.240,0.150,-0.150,0
1.720000,,,0,-0.500,0.300,-0.300,0
19.000000,,,1,0.010,0.060,-0.060,0
4.050000,,,0,0.240,0.150,-0.150,0
1.960000,,,0,-0.260,0.300,-0.300,0
3.070000,,,0,0.000,0.150,-0.150,0
4.010000,,,0,0.140,0.150,-0.150,0
1.740000,,,0,0.140,0.150,-0.150,0
2.970000,,,0,-0.920,0.300,-0.300,0
1.900000,,,0,0.120,0.150,-0.150,0
4.700000,,,0,0.260,0.150,-0.150,0
1.700000,,,0,-0.120,0.250,-0.350,0
3.640000,,,0,-0.200,0.300,-0.300,0
4.600000,,,0,0.070,0.250,-0.300,0
2.290000,,,0,-0.200,0.300,-0.300,0
1.950000,,,0,-0.100,0.250,-0.300,0
5.470000,,,0,0.000,0.150,-0.150,0
1.930000,,,0,-0.280,0.300,-0.300,0
5.960000,,,0,-0.020,0.141,-0.153,0
9.250000,,,0,-0.020,0.141,-0.153,0
4.920000,,,0,-0.160,0.200,-0.150,0
4.570000,,,0,-0.140,0.300,-0.300,0
3.570000,,,0,-0.220,0.300,-0.300,0
3.930000,,,0,0.160,0.150,-0.150,0
5.930000,,,0,0.000,0.250,-0.300,0
2.970000,,,0,0.100,0.250,-0.300,0
1.810000,,,0,-0.100,0.300,-0.300,0
2.050000,,,0,0.020,0.250,-0.300,0
5.130000,,,0,-0.280,0.300,-0.300,0
4.450000,,,0,0.070,0.250,-0.300,0
3.100000,1.400000,-1.400000,0,-0.130,0.060,-0.060,0
1.440000,,,0,-0.080,0.020,-0.020,0
0.954000,,,0,-0.080,0.020,-0.020,0
4.410000,,,0,0.020,0.104,-0.109,0
4.820000,,,0,0.020,0.104,-0.109,0
4.200000,,,0,-0.040,0.250,-0.300,0
4.750000,,,0,0.140,0.150,-0.150,0
5.880000,,,0,0.060,0.150,-0.150,0
2.690000,,,0,-0.340,0.250,-0.300,0
5.130000,,,0,-0.100,0.100,-0.100,0
4.890000,,,0,0.160,0.150,-0.150,0
2.090000,,,0,-0.120,0.300,-0.300,0
4.920000,,,0,-0.160,0.300,-0.300,0
5.810000,,,0,-0.160,0.300,-0.300,0
5.610000,,,0,-0.420,0.350,-0.300,0
5.390000,,,0,0.130,0.058,-0.058,0
3.520000,,,0,0.130,0.058,-0.058,0
2.700000,,,0,-0.050,0.157,-0.170,0
5.890000,,,0,-0.020,0.300,-0.300,0
5.370000,,,0,0.000,0.150,-0.150,0
5.300000,,,0,0.040,0.150,-0.150,0
4.580000,,,0,0.070,0.250,-0.350,0
1.930000,,,0,-0.040,0.250,-0.350,0
1.710000,,,0,-0.060,0.250,-0.300,0
2.250000,,,0,0.070,0.250,-0.300,0
3.440000,,,0,-0.220,0.300,-0.300,0
2.670000,,,0,-0.160,0.300,-0.300,0
2.240000,,,0,-0.160,0.300,-0.300,0
2.120000,,,0,0.357,0.032,-0.032,0
2.070000,,,0,0.357,0.032,-0.032,0
5.390000,,,0,0.130,0.087,-0.096,0
1.920000,,,0,0.210,0.200,-0.300,0
1.980000,,,0,0.020,0.250,-0.300,0
2.680000,,,0,-0.280,0.300,-0.300,0
3.290000,,,0,0.160,0.150,-0.150,0
2.210000,,,0,0.160,0.150,-0.150,0
1.890000,,,0,0.160,0.150,-0.150,0
2.640000,,,0,-0.160,0.350,-0.300,0
1.600000,,,0,0.140,0.150,-0.100,0
3.220000,,,0,0.120,0.020,-0.020,0
1.830000,,,0,-0.020,0.150,-0.150,0
2.540000,,,0,0.140,0.150,-0.150,0
2.110000,,,0,0.140,0.150,-0.150,0
4.530000,,,0,0.220,0.200,-0.300,0
2.220000,,,0,0.120,0.150,-0.150,0
4.600000,,,0,0.140,0.150,-0.150,0
5.890000,,,0,0.100,0.150,-0.150,0
5.070000,,,0,-0.140,0.150,-0.150,0
2.390000,,,0,-0.180,0.300,-0.300,0
1.770000,,,0,0.100,0.250,-0.300,0
1.870000,,,0,-0.060,0.250,-0.300,0
3.600000,,,0,-0.220,0.300,-0.300,0
5.840000,,,0,-0.180,0.300,-0.300,0
4.610000,,,0,0.160,0.150,-0.100,0
2.280000,,,0,0.160,0.150,-0.100,0
2.520000,,,0,0.160,0.150,-0.100,0
4.460000,,,0,-0.440,0.300,-0.300,0
2.220000,,,0,-0.060,0.250,-0.300,0
2.970000,,,0,-0.500,0.300,-0.300,0
4.470000,,,0,-0.060,0.250,-0.300,0
2.100000,,,0,0.480,0.050,-0.300,0
5.670000,,,0,0.040,0.250,-0.300,0
2.410000,,,0,-0.040,0.300,-0.300,0
5.380000,,,0,-0.440,0.300,-0.300,0
5.440000,,,0,0.120,0.150,-0.150,0
2.790000,,,0,0.140,0.150,-0.150,0
3.140000,,,0,-0.110,0.157,-0.194,0
4.460000,,,0,-0.110,0.157,-0.194,0
4.550000,,,0,-0.340,0.350,-0.300,0
2.640000,,,0,0.140,0.150,-0.100,0
5.980000,,,0,-0.340,0.150,-0.150,0
5.690000,,,0,-0.020,0.300,-0.300,0
3.660000,,,0,-0.240,0.300,-0.300,0
5.850000,,,0,0.140,0.150,-0.150,0
5.610000,,,0,0.040,0.250,-0.300,0
5.160000,,,0,0.000,0.300,-0.300,0
3.090000,,,0,-0.100,0.300,-0.300,0
5.780000,,,0,-0.020,0.300,-0.300,0
3.420000,,,0,-0.020,0.105,-0.101,0
2.760000,,,0,-0.020,0.105,-0.101,0
2.210000,,,0,-0.060,0.150,-0.150,0
5.560000,,,0,-0.180,0.250,-0.300,0
4.210000,,,0,-0.160,0.300,-0.300,0
5.980000,,,0,0.160,0.150,-0.150,0
4.490000,,,0,-0.100,0.300,-0.300,0
3.730000,,,0,-0.080,0.300,-0.300,0
5.310000,,,0,-0.300,0.300,-0.300,0
5.660000,,,0,0.160,0.150,-0.150,0
4.450000,,,0,0.320,0.100,-0.300,0
4.660000,,,0,0.180,0.200,-0.300,0
4.010000,,,0,0.070,0.250,-0.300,0
5.390000,,,0,-0.441,0.014,-0.014,0
15.700000,,,0,-0.441,0.014,-0.014,0
5.990000,,,0,-0.441,0.014,-0.014,0
5.050000,,,0,-0.441,0.014,-0.014,0
22.200000,7.900000,-7.200000,0,0.230,0.010,-0.010,0
18.400000,6.500000,-5.900000,0,0.230,0.010,-0.010,0
,,,,0.100,0.150,-0.150,0
2.050000,,,0,0.114,0.012,-0.012,0
2.430000,,,0,0.114,0.012,-0.012,0
4.540000,,,0,0.040,0.099,-0.099,0
1.800000,,,0,-0.120,0.081,-0.082,0
1.700000,,,0,-0.120,0.081,-0.082,0
9.400000,1.500000,-1.400000,0,0.070,0.080,-0.080,0
2.510000,0.480000,-0.470000,0,0.070,0.080,-0.080,0
4.100000,1.200000,-1.100000,0,0.070,0.080,-0.080,0
7.500000,,,1,0.070,0.080,-0.080,0
8.400000,,,1,0.070,0.080,-0.080,0
1.050000,,,0,0.070,0.080,-0.080,0
2.950000,,,0,-0.006,0.034,-0.034,0
4.310000,,,0,-0.006,0.034,-0.034,0
2.440000,,,0,-0.044,0.012,-0.012,0
2.020000,,,0,-0.044,0.012,-0.012,0
4.170000,,,0,-0.263,0.041,-0.041,0
3.540000,,,0,-0.263,0.041,-0.041,0
2.310000,,,0,0.048,0.058,-0.058,0
273.000000,,,0,0.048,0.058,-0.058,0
62.400000,,,0,0.048,0.058,-0.058,0
2.350000,,,0,0.010,0.090,-0.107,0
3.700000,,,0,0.010,0.090,-0.107,0
4.610000,,,0,-0.125,0.015,-0.015,0
4.150000,,,0,-0.125,0.015,-0.015,0
5.950000,,,0,0.021,0.013,-0.013,0
3.750000,,,0,0.021,0.013,-0.013,0
5.900000,,,0,0.021,0.013,-0.013,0
4.390000,,,0,0.180,0.083,-0.091,0
4.660000,,,0,0.180,0.083,-0.091,0
1.670000,,,0,0.180,0.083,-0.091,0
4.170000,,,0,-0.042,0.012,-0.012,0
5.140000,,,0,-0.042,0.012,-0.012,0
5.950000,,,0,-0.042,0.012,-0.012,0
4.730000,,,0,-0.042,0.012,-0.012,0
2.730000,,,0,0.110,0.013,-0.013,0
1.810000,,,0,0.110,0.013,-0.013,0
9.300000,1.600000,-1.600000,0,-0.030,0.100,-0.100,0
1.940000,,,0,0.277,0.013,-0.013,0
1.480000,,,0,0.277,0.013,-0.013,0
5.850000,,,0,0.151,0.033,-0.033,0
46.800000,,,0,0.151,0.033,-0.033,0
5.600000,,,0,0.116,0.043,-0.043,0
2.120000,,,0,0.116,0.043,-0.043,0
4.210000,,,0,0.157,0.056,-0.056,0
2.610000,,,0,0.157,0.056,-0.056,0
2.260000,,,0,-0.091,0.051,-0.051,0
2.950000,,,0,-0.091,0.051,-0.051,0
4.210000,,,0,-0.443,0.012,-0.012,0
3.750000,,,0,-0.443,0.012,-0.012,0
9.500000,,,0,-0.443,0.012,-0.012,0
3.800000,,,0,-0.443,0.012,-0.012,0
2.590000,,,0,-0.149,0.014,-0.014,0
1.850000,,,0,-0.149,0.014,-0.014,0
2.770000,,,0,0.090,0.123,-0.084,0
3.540000,,,0,0.090,0.123,-0.084,0
5.500000,,,0,0.090,0.123,-0.084,0
4.730000,,,0,0.310,0.066,-0.068,0
1.770000,,,0,0.310,0.066,-0.068,0
2.210000,,,0,0.310,0.066,-0.068,0
1.930000,,,0,0.361,0.075,-0.075,0
1.500000,,,0,0.361,0.075,-0.075,0
4.730000,,,0,0.361,0.075,-0.075,0
5.200000,,,1,-0.255,0.065,-0.065,0
4.730000,,,0,-0.174,0.021,-0.021,0
4.390000,,,0,-0.174,0.021,-0.021,0
5.280000,,,0,-0.174,0.021,-0.021,0
5.440000,,,0,-0.174,0.021,-0.021,0
3.920000,,,0,0.062,0.031,-0.031,0
3.300000,,,0,0.062,0.031,-0.031,0
2.130000,,,0,0.062,0.031,-0.031,0
2.240000,,,0,0.062,0.031,-0.031,0
1.760000,,,0,0.050,0.165,-0.168,0
1.070000,,,0,0.050,0.165,-0.168,0
1.440000,,,0,0.050,0.165,-0.168,0
1.540000,0.630000,-0.350000,0,0.190,0.100,-0.100,0
0.710000,0.330000,-0.200000,0,0.190,0.100,-0.100,0
0.310000,0.120000,-0.070000,0,0.190,0.100,-0.100,0
0.280000,0.120000,-0.080000,0,0.190,0.100,-0.100,0
5.140000,,,0,-0.270,0.104,-0.118,0
1.790000,,,0,-0.270,0.104,-0.118,0
2.660000,,,0,-0.270,0.104,-0.118,0
3.260000,,,0,-0.270,0.104,-0.118,0
5.950000,,,0,-0.040,0.089,-0.079,0
3.560000,,,0,-0.040,0.089,-0.079,0
35.400000,,,0,0.160,0.150,-0.150,0
21.200000,,,0,0.160,0.150,-0.150,0
5.990000,,,0,0.160,0.150,-0.150,0
1.800000,,,0,0.081,0.110,-0.110,0
1.850000,,,0,0.081,0.110,-0.110,0
4.540000,,,0,-0.030,0.135,-0.173,0
2.160000,,,0,-0.030,0.135,-0.173,0
1.280000,,,0,-0.030,0.135,-0.173,0
2.830000,,,0,0.160,0.150,-0.150,0
0.992000,,,0,0.160,0.150,-0.150,0
1.370000,,,0,0.160,0.150,-0.150,0
,,,,-0.090,0.140,-0.140,0
,,,,-0.090,0.140,-0.140,0
9.080000,,,0,-0.112,0.026,-0.026,0
1.190000,,,0,-0.140,0.157,-0.193,0
3.120000,,,0,-0.140,0.157,-0.193,0
37.600000,,,0,-0.100,0.110,-0.110,0
18.400000,,,0,-0.100,0.110,-0.110,0
1.820000,,,0,0.030,0.129,-0.162,0
1.370000,,,0,0.030,0.129,-0.162,0
2.480000,,,0,-0.090,0.154,-0.182,0
2.150000,,,0,-0.090,0.154,-0.182,0
1.430000,,,0,0.090,0.149,-0.155,0
1.540000,,,0,0.090,0.149,-0.155,0
2.770000,,,0,-0.510,0.060,-0.060,0
5.710000,,,0,-0.510,0.060,-0.060,0
3.100000,,,0,-0.510,0.060,-0.060,0
2.790000,,,0,-0.510,0.060,-0.060,0
4.390000,,,0,-0.050,0.073,-0.103,0
3.200000,,,0,-0.050,0.073,-0.103,0
5.040000,,,0,0.030,0.138,-0.154,0
