pl_dens,pl_denserr1,pl_denserr2,pl_denslim,st_met,st_meterr1,st_meterr2,st_metlim
2.030000,,,0,0.230,0.060,-0.060,0
5.600000,1.400000,-1.400000,0,0.120,0.060,-0.060,0
5.660000,,,0,0.090,0.080,-0.080,0
2.660000,,,0,0.090,0.080,-0.080,0
2.660000,,,0,0.090,0.080,-0.080,0
4.770000,,,0,-0.100,0.040,-0.040,0
5.780000,,,0,-0.100,0.160,-0.200,0
2.540000,,,0,-0.100,0.160,-0.200,0
1.760000,,,0,0.060,0.080,-0.080,0
5.950000,,,0,0.000,0.100,-0.100,0
5.090000,,,0,0.000,0.100,-0.100,0
2.520000,,,0,0.000,0.100,-0.100,0
3.420000,,,0,0.000,0.100,-0.100,0
5.340000,,,0,-0.010,0.050,-0.050,0
2.040000,,,0,-0.010,0.050,-0.050,0
4.570000,,,0,0.000,0.050,-0.050,0
2.390000,,,0,0.000,0.050,-0.050,0
0.334000,0.081000,-0.077000,0,0.060,0.050,-0.050,0
0.940000,0.460000,-0.190000,0,0.060,0.050,-0.050,0
51.400000,,,1,0.060,0.050,-0.050,0
5.300000,,,0,-0.190,0.080,-0.080,0
5.640000,,,0,-0.190,0.080,-0.080,0
4.360000,,,0,0.310,0.080,-0.080,0
4.570000,,,0,0.150,0.050,-0.050,0
1.320000,,,0,0.000,0.170,-0.170,0
1.470000,,,0,0.100,0.080,-0.080,0
1.780000,,,0,-0.100,0.060,-0.060,0
2.300000,,,0,-0.090,0.080,-0.080,0
1.480000,,,0,0.010,0.080,-0.080,0
2.320000,,,0,0.080,0.050,-0.050,0
1.220000,,,0,0.094,0.057,-0.057,0
4.980000,,,0,0.094,0.057,-0.057,0
2.470000,,,0,0.094,0.057,-0.057,0
7.200000,2.100000,-2.000000,0,-0.010,0.090,-0.090,0
2.900000,0.700000,-0.600000,0,-0.010,0.090,-0.090,0
5.260000,,,0,-0.040,0.080,-0.080,0
5.090000,,,0,0.130,0.080,-0.080,0
1.670000,,,0,0.130,0.080,-0.080,0
0.747000,,,0,,,,
2.660000,,,0,0.270,0.080,-0.080,0
5.230000,,,0,-0.070,0.080,-0.080,0
1.850000,,,0,0.070,0.080,-0.080,0
3.210000,,,0,-0.260,0.080,-0.080,0
2.070000,,,0,-0.140,0.080,-0.080,0
2.270000,,,0,0.110,0.080,-0.080,0
4.020000,,,0,-0.110,0.080,-0.080,0
4.920000,,,0,-0.060,0.080,-0.080,0
2.700000,3.700000,-1.600000,0,-0.110,0.130,-0.130,0
5.400000,5.400000,-3.500000,0,-0.110,0.130,-0.130,0
4.890000,,,0,0.000,0.020,-0.020,0
5.600000,,,0,-0.040,0.030,-0.030,0
2.220000,,,0,0.030,0.070,-0.070,0
4.590000,,,0,0.250,0.080,-0.080,0
2.480000,,,0,0.050,0.050,-0.050,0
2.960000,,,0,0.110,0.080,-0.080,0
8.200000,2.800000,-2.200000,0,0.000,0.070,-0.070,0
1.500000,,,0,0.040,0.080,-0.080,0
2.310000,,,0,0.250,0.080,-0.080,0
5.340000,,,0,0.130,0.080,-0.080,0
4.910000,,,0,0.130,0.080,-0.080,0
2.300000,,,0,0.130,0.080,-0.080,0
,,,,0.032,0.120,-0.120,0
2.540000,,,0,0.040,0.050,-0.050,0
4.020000,,,0,0.130,0.080,-0.080,0
3.680000,0.860000,-0.770000,0,-0.315,0.060,-0.060,0
4.990000,,,0,0.190,0.080,-0.080,0
4.660000,,,0,0.190,0.080,-0.080,0
4.410000,,,0,-0.190,0.060,-0.060,0
2.510000,,,0,-0.190,0.060,-0.060,0
1.550000,,,0,0.380,0.060,-0.060,0
4.500000,,,0,-0.030,0.070,-0.070,0
4.060000,,,0,-0.100,0.080,-0.080,0
5.960000,,,0,-0.250,0.060,-0.060,0
8.900000,2.100000,-2.100000,0,-0.090,0.020,-0.020,0
12.800000,,,1,-0.090,0.020,-0.020,0
3.280000,,,0,0.100,0.040,-0.040,0
2.390000,,,0,0.140,0.040,-0.040,0
0.405000,0.046000,-0.044000,0,0.100,0.040,-0.040,0
26.260000,,,1,-0.090,0.030,-0.030,0
33.910000,,,1,-0.090,0.030,-0.030,0
8.850000,,,1,-0.090,0.030,-0.030,0
0.562000,0.066000,-0.061000,0,0.137,0.050,-0.049,0
0.560000,0.250000,-0.160000,0,0.340,0.040,-0.040,0
5.660000,,,0,-0.100,0.100,-0.100,0
5.340000,,,0,-0.100,0.100,-0.100,0
5.660000,,,0,-0.100,0.100,-0.100,0
0.640000,0.120000,-0.100000,0,0.340,0.040,-0.040,0
0.200000,0.040000,-0.030000,0,0.340,0.040,-0.040,0
3.200000,,,0,-0.100,0.100,-0.100,0
3.670000,,,0,-0.100,0.100,-0.100,0
2.330000,,,0,-0.440,0.040,-0.030,0
2.340000,,,0,-0.010,0.160,-0.180,0
2.880000,,,0,-0.030,0.180,-0.190,0
3.180000,,,0,-0.030,0.180,-0.190,0
3.800000,,,0,-0.290,0.030,-0.030,0
1.170000,,,0,-0.450,0.020,-0.020,0
1.550000,,,0,-0.190,0.030,-0.030,0
2.960000,,,0,-0.080,0.220,-0.220,0
2.840000,,,0,-0.080,0.220,-0.220,0
2.310000,,,0,-0.100,0.040,-0.040,0
2.070000,,,0,0.040,0.140,-0.160,0
3.310000,,,0,0.150,0.030,-0.030,0
2.470000,,,0,-0.090,0.040,-0.040,0
2.590000,,,0,-0.040,0.180,-0.190,0
3.840000,,,0,-0.090,0.040,-0.040,0
,,,,0.000,0.170,-0.190,0
4.170000,,,0,-0.140,0.180,-0.150,0
2.840000,,,0,-0.140,0.180,-0.150,0
1.970000,,,0,-0.140,0.070,-0.060,0
2.240000,,,0,-0.100,0.170,-0.170,0
4.790000,,,0,-0.030,0.170,-0.180,0
1.890000,,,0,0.010,0.150,-0.170,0
2.640000,,,0,0.160,0.040,-0.040,0
2.200000,,,0,-0.130,0.150,-0.150,0
0.500000,0.120000,-0.120000,0,-0.140,0.150,-0.150,0
0.380000,0.071000,-0.063000,0,0.360,0.059,-0.059,0
5.800000,1.300000,-1.100000,0,-0.080,0.050,-0.050,0
2.780000,,,0,-0.013,0.180,-0.180,0
2.200000,,,0,-0.013,0.180,-0.180,0
7.100000,1.800000,-1.800000,0,0.078,0.020,-0.020,0
1.720000,,,0,-0.120,0.400,-0.420,0
4.550000,,,0,-0.120,0.400,-0.420,0
2.030000,0.640000,-0.430000,0,-0.120,0.400,-0.420,0
2.210000,0.700000,-0.470000,0,-0.120,0.400,-0.420,0
4.660000,,,0,0.030,0.050,-0.050,0
2.170000,,,0,0.030,0.050,-0.050,0
4.700000,,,0,0.030,0.050,-0.050,0
5.440000,,,0,0.030,0.050,-0.050,0
2.770000,,,0,0.030,0.050,-0.050,0
4.390000,,,0,-0.080,0.060,-0.060,0
1.870000,0.410000,-0.410000,0,0.130,0.040,-0.040,0
5.190000,,,0,0.260,0.060,-0.060,0
1.930000,,,0,0.260,0.060,-0.060,0
0.595000,,,0,-0.300,0.050,-0.050,0
1.780000,,,0,-0.090,0.120,-0.120,0
1.850000,,,0,0.200,0.040,-0.040,0
3.040000,,,0,-0.160,0.030,-0.040,0
2.610000,,,0,-0.060,0.040,-0.030,0
2.810000,,,0,-0.060,0.040,-0.030,0
1.400000,,,0,0.070,0.050,-0.050,0
3.060000,,,0,0.110,0.050,-0.050,0
1.900000,,,0,0.000,0.170,-0.170,0
5.960000,,,0,-0.370,0.050,-0.050,0
2.640000,,,0,0.260,0.100,-0.100,0
0.480000,0.130000,-0.100000,0,0.330,0.080,-0.080,0
0.511000,,,0,0.220,0.050,-0.050,0
2.390000,,,0,-0.230,0.160,-0.160,0
1.540000,,,0,0.280,0.050,-0.050,0
2.080000,,,0,0.000,0.080,-0.080,0
3.070000,0.450000,-0.450000,0,0.000,0.050,-0.050,0
1.950000,0.320000,-0.280000,0,0.000,0.050,-0.050,0
,,,,0.000,0.050,-0.050,0
,,,,0.000,0.050,-0.050,0
3.000000,,,0,0.000,0.500,-0.500,0
0.643000,,,0,0.200,0.040,-0.040,0
3.420000,,,0,-0.210,0.090,-0.090,0
0.445000,,,0,0.162,0.087,-0.074,0
0.530000,0.040000,-0.040000,0,0.160,0.030,-0.030,0
4.100000,,,1,-0.060,0.100,-0.100,0
1.010000,0.160000,-0.160000,0,-0.060,0.100,-0.100,0
8.840000,2.500000,-2.030000,0,0.080,0.040,-0.050,0
7.400000,1.600000,-1.500000,0,0.070,0.050,-0.050,0
2.450000,,,0,0.218,0.080,-0.080,0
4.070000,,,0,0.194,0.080,-0.080,0
0.612000,0.115000,-0.115000,0,0.140,0.120,-0.120,0
3.120000,1.300000,-0.900000,0,-0.010,0.090,-0.090,0
3.700000,2.100000,-1.500000,0,-0.010,0.090,-0.090,0
2.100000,,,1,-0.010,0.090,-0.090,0
0.640000,0.098000,-0.080000,0,-0.150,0.050,-0.050,0
0.398000,,,0,-0.100,0.080,-0.080,0
1.850000,,,0,0.080,0.050,-0.050,0
4.510000,,,0,0.255,0.065,-0.065,0
5.180000,,,0,-0.240,0.090,-0.090,0
5.440000,,,0,,,,
3.600000,,,0,,,,
1.950000,,,0,,,,
4.070000,,,0,,,,
2.070000,,,0,,,,
0.550000,0.100000,-0.080000,0,-0.060,0.030,-0.030,0
1.430000,0.480000,-0.450000,0,-0.060,0.030,-0.030,0
0.870000,0.350000,-0.340000,0,-0.060,0.030,-0.030,0
6.300000,4.130000,-3.490000,0,-0.060,0.030,-0.030,0
2.250000,,,0,,,,
3.310000,,,0,,,,
3.380000,,,0,,,,
3.000000,,,0,,,,
2.480000,,,0,,,,
2.830000,,,0,,,,
2.700000,,,0,,,,
0.694000,0.070000,-0.072000,0,0.098,0.065,-0.070,0
,,,,,,,
2.090000,,,0,-0.030,0.030,-0.030,0
3.700000,,,0,0.080,0.080,-0.080,0
2.140000,,,0,0.080,0.080,-0.080,0
2.830000,,,0,0.090,0.150,-0.170,0
0.736000,,,0,0.070,0.070,-0.070,0
0.829000,,,0,0.170,0.100,-0.100,0
2.810000,,,0,0.100,0.050,-0.050,0
5.990000,,,0,-0.170,0.160,-0.200,0
2.250000,,,0,-0.270,0.060,-0.060,0
5.430000,,,0,-0.230,0.120,-0.130,0
3.380000,,,0,-0.110,0.140,-0.140,0
0.940000,0.150000,-0.150000,0,0.010,0.030,-0.040,0
1.620000,,,0,0.080,0.130,-0.140,0
1.730000,,,0,-0.050,0.180,-0.180,0
3.140000,,,0,-0.060,0.080,-0.090,0
4.110000,,,0,-0.100,0.180,-0.250,0
3.160000,,,0,-0.100,0.180,-0.250,0
4.310000,,,0,-0.950,0.020,-0.020,0
2.980000,,,0,0.260,0.070,-0.070,0
2.730000,,,0,-0.180,0.080,-0.080,0
2.510000,,,0,-0.260,0.170,-0.210,0
1.700000,,,0,0.130,0.050,-0.050,0
2.200000,,,0,0.130,0.050,-0.050,0
5.190000,,,0,-0.660,0.040,-0.040,0
5.500000,,,0,0.040,0.040,-0.040,0
3.350000,,,0,0.040,0.040,-0.040,0
4.500000,,,0,-0.020,0.030,-0.030,0
2.120000,,,0,-0.020,0.030,-0.030,0
2.340000,,,0,0.080,0.020,-0.020,0
5.240000,,,0,-0.050,0.070,-0.070,0
3.380000,,,0,-0.050,0.070,-0.070,0
2.770000,,,0,-0.050,0.070,-0.070,0
0.845000,,,0,-0.210,0.040,-0.040,0
4.410000,,,0,-0.040,0.200,-0.240,0
2.740000,,,0,-0.120,0.150,-0.180,0
2.680000,,,0,-0.110,0.150,-0.170,0
1.430000,,,0,-0.020,0.140,-0.160,0
2.180000,,,0,-0.070,0.150,-0.160,0
8.000000,3.100000,-2.700000,0,-0.030,0.040,-0.040,0
1.300000,0.710000,-0.510000,0,-0.047,0.038,-0.038,0
1.970000,,,0,-0.021,0.235,-0.235,0
2.580000,,,0,-0.216,0.235,-0.235,0
2.510000,,,0,-0.351,0.235,-0.235,0
5.440000,,,0,-0.250,0.235,-0.235,0
5.270000,,,0,-0.250,0.235,-0.235,0
3.310000,,,0,-0.250,0.235,-0.235,0
5.530000,,,0,-0.234,0.235,-0.235,0
4.240000,,,0,-0.030,0.040,-0.040,0
2.110000,,,0,-0.030,0.040,-0.040,0
2.130000,,,0,-0.030,0.040,-0.040,0
1.730000,,,0,0.018,0.235,-0.235,0
,,,,-0.107,0.235,-0.235,0
1.930000,,,0,-0.064,0.025,-0.025,0
3.080000,,,0,0.049,0.235,-0.235,0
4.300000,,,0,-0.292,0.020,-0.020,0
2.800000,,,0,-0.292,0.020,-0.020,0
2.760000,,,0,-0.091,0.235,-0.235,0
3.840000,,,0,-0.176,0.235,-0.235,0
3.970000,,,0,-0.008,0.235,-0.235,0
1.990000,,,0,-0.206,0.235,-0.235,0
2.860000,,,0,-0.045,0.235,-0.235,0
9.300000,2.400000,-1.900000,0,0.235,0.070,-0.070,0
2.630000,1.000000,-0.720000,0,0.235,0.070,-0.070,0
2.130000,,,0,-0.049,0.235,-0.235,0
5.570000,,,0,-0.244,0.235,-0.235,0
3.200000,,,0,-0.244,0.235,-0.235,0
3.990000,,,0,-0.244,0.235,-0.235,0
3.060000,,,0,-0.027,0.235,-0.235,0
4.410000,,,0,0.187,0.235,-0.235,0
5.560000,,,0,0.068,0.198,-0.198,0
5.920000,,,0,0.068,0.198,-0.198,0
5.130000,,,0,0.068,0.198,-0.198,0
5.350000,,,0,0.068,0.198,-0.198,0
2.790000,,,0,0.068,0.198,-0.198,0
4.490000,,,0,-0.224,0.235,-0.235,0
2.640000,,,0,0.074,0.020,-0.020,0
0.591000,,,0,0.126,0.235,-0.235,0
1.460000,,,0,0.124,0.235,-0.235,0
2.850000,,,0,-0.034,0.235,-0.235,0
3.120000,,,0,-0.034,0.235,-0.235,0
0.500000,0.290000,-0.170000,0,0.320,,,0
1.060000,,,0,-0.116,0.235,-0.235,0
5.220000,,,0,-0.543,0.278,-0.278,0
3.540000,,,0,-0.238,0.235,-0.235,0
2.590000,,,0,0.076,0.235,-0.235,0
3.980000,,,0,-0.388,0.235,-0.235,0
2.280000,,,0,-0.033,0.235,-0.235,0
1.600000,,,0,-0.033,0.235,-0.235,0
4.350000,,,0,0.237,0.235,-0.235,0
1.790000,,,0,0.237,0.235,-0.235,0
2.500000,,,0,0.110,0.235,-0.235,0
2.710000,,,0,-0.257,0.019,-0.019,0
0.946000,,,0,-0.257,0.019,-0.019,0
0.757000,,,0,0.252,0.036,-0.036,0
3.000000,,,0,-0.120,0.100,-0.120,0
5.830000,,,0,-0.051,0.235,-0.235,0
2.730000,,,0,-0.098,0.235,-0.235,0
2.190000,,,0,-0.378,0.235,-0.235,0
0.891000,,,0,-0.162,0.235,-0.235,0
2.350000,,,0,0.005,0.235,-0.235,0
1.090000,,,0,0.132,0.235,-0.235,0
1.080000,,,0,-0.038,0.235,-0.235,0
5.700000,,,0,0.014,0.235,-0.235,0
5.290000,,,0,0.014,0.235,-0.235,0
4.020000,,,0,-0.171,0.235,-0.235,0
2.420000,,,0,-0.036,0.235,-0.235,0
5.310000,,,0,0.142,0.015,-0.015,0
2.980000,,,0,0.014,0.235,-0.235,0
4.550000,,,0,-0.205,0.235,-0.235,0
6.010000,,,0,-0.205,0.235,-0.235,0
6.010000,,,0,-0.102,0.235,-0.235,0
3.350000,,,0,-0.102,0.235,-0.235,0
,,,,-0.130,0.180,-0.180,0
2.910000,,,0,,,,
1.110000,,,0,,,,
2.500000,,,0,,,,
2.480000,,,0,0.000,,,0
0.662000,,,0,,,,
3.100000,,,0,-0.320,0.080,-0.080,0
3.440000,,,0,-0.224,0.176,-0.176,0
2.760000,,,0,-0.190,0.060,-0.060,0
3.350000,,,0,,,,
3.400000,,,0,-0.330,0.190,-0.190,0
2.730000,,,0,-0.330,0.190,-0.190,0
4.310000,,,0,-0.113,0.060,-0.060,0
43.100000,,,0,0.055,0.154,-0.139,0
2.270000,,,0,-0.037,0.052,-0.053,0
5.780000,,,0,,,,
1.380000,,,0,,,,
3.000000,,,0,,,,
2.180000,,,0,0.110,0.080,-0.080,0
4.210000,,,0,0.110,0.080,-0.080,0
3.920000,,,0,0.110,0.080,-0.080,0
2.510000,,,0,,,,
2.660000,,,0,,,,
2.390000,,,0,-0.140,0.170,-0.200,0
1.700000,0.300000,-0.300000,0,0.010,0.110,-0.110,0
2.420000,,,0,0.170,0.080,-0.080,0
2.930000,,,0,-0.290,0.080,-0.080,0
2.930000,,,0,-0.290,0.080,-0.080,0
1.730000,,,0,,,,
1.340000,,,0,,,,
3.060000,,,0,,,,
4.350000,,,0,-0.340,0.080,-0.080,0
7.800000,2.700000,-2.700000,0,-0.047,0.020,-0.020,0
4.350000,,,0,-0.210,0.080,-0.080,0
2.640000,,,0,,,,
2.200000,,,0,-0.070,0.160,-0.160,0
1.980000,,,0,0.060,0.080,-0.080,0
2.910000,,,0,,,,
5.580000,,,0,,,,
5.810000,,,0,,,,
5.390000,,,0,,,,
5.660000,,,0,,,,
2.450000,,,0,0.090,0.080,-0.080,0
2.650000,,,0,-0.210,0.080,-0.080,0
2.200000,,,0,0.300,0.080,-0.080,0
2.090000,,,0,0.300,0.080,-0.080,0
,,,,0.290,0.060,-0.060,0
0.730000,0.210000,-0.200000,0,0.035,0.060,-0.060,0
1.500000,,,0,-0.020,0.040,-0.040,0
2.510000,,,0,-0.020,0.040,-0.040,0
3.180000,,,0,0.070,0.080,-0.080,0
4.770000,,,0,0.070,0.080,-0.080,0
2.330000,,,0,0.070,0.080,-0.080,0
3.260000,,,0,,,,
5.940000,,,0,,,,
4.720000,,,0,,,,
2.510000,,,0,0.278,0.071,-0.071,0
3.140000,,,0,0.278,0.071,-0.071,0
5.950000,,,0,-0.360,0.050,-0.050,0
3.280000,,,0,-0.350,0.080,-0.080,0
0.562000,,,0,0.328,0.051,-0.045,0
6.020000,,,0,,,,
4.020000,,,0,,,,
2.740000,,,0,-0.250,0.200,-0.200,0
2.270000,,,0,-0.225,0.053,-0.053,0
5.600000,,,0,-0.225,0.053,-0.053,0
5.660000,,,0,,,,
1.670000,,,0,0.100,0.060,-0.060,0
0.702000,,,0,0.330,0.040,-0.040,0
2.150000,0.670000,-0.600000,0,-0.060,0.050,-0.050,0
1.050000,,,0,0.210,0.060,-0.060,0
24.700000,1.400000,-1.900000,0,0.131,0.009,-0.009,0
0.308000,0.033000,-0.040000,0,0.090,0.110,-0.100,0
0.093000,0.028000,-0.024000,0,0.170,0.070,-0.070,0
0.209000,0.071000,-0.053000,0,0.190,0.084,-0.085,0
0.322000,0.025000,-0.025000,0,0.320,0.090,-0.090,0
0.360000,0.110000,-0.100000,0,0.050,,,0
1.200000,0.180000,-0.180000,0,-0.002,0.086,-0.085,0
0.460000,0.120000,-0.110000,0,-0.018,0.074,-0.072,0
0.377000,0.040000,-0.040000,0,0.090,0.130,-0.130,0
0.744000,,,1,-0.120,0.510,-0.510,0
0.910000,0.130000,-0.120000,0,0.000,,,0
0.806000,,,1,-0.290,0.220,-0.360,0
1.240000,,,1,-0.405,0.032,-0.033,0
0.503000,0.039000,-0.036000,0,-0.105,0.078,-0.077,0
3.130000,0.190000,-0.190000,0,0.186,0.077,-0.076,0
0.750000,0.120000,-0.100000,0,0.050,,,0
0.228000,0.019000,-0.018000,0,-0.116,0.065,-0.069,0
0.311000,0.069000,-0.076000,0,-0.280,,,0
2.950000,,,0,-0.270,0.060,-0.060,0
0.442000,0.073000,-0.068000,0,0.000,,,0
0.167000,0.047000,-0.038000,0,0.270,,,0
0.530000,0.150000,-0.150000,0,-0.030,0.200,-0.200,0
,,,,-0.093,,,0
,,,,-0.093,,,0
,,,,-0.093,,,0
1.450000,,,0,0.010,0.153,-0.174,0
0.855000,,,0,-0.040,0.220,-0.300,0
17.900000,,,0,0.120,0.100,-0.110,0
0.637000,,,0,-0.420,0.280,-0.300,0
6.720000,,,0,-0.360,0.071,-0.071,0
0.704000,,,0,-0.380,0.280,-0.300,0
0.305000,,,0,0.161,0.116,-0.115,0
0.677000,,,0,-0.500,0.300,-0.300,0
10.800000,,,0,-0.020,0.150,-0.150,0
1.520000,,,0,0.252,0.128,-0.170,0
1.260000,,,0,-0.160,0.230,-0.320,0
2.520000,,,0,-0.160,0.230,-0.320,0
1.080000,,,0,-0.280,0.280,-0.300,0
17.200000,,,0,,,,
5.420000,,,0,,,,
2.550000,,,0,,,,
5.900000,,,0,,,,
3.710000,,,0,,,,
1.630000,,,0,,,,
14.900000,,,0,,,,
3.130000,,,0,,,,
2.000000,,,0,,,,
0.491000,,,0,,,,
0.696000,,,0,,,,
2.770000,,,0,,,,
2.920000,,,0,,,,
2.950000,,,0,,,,
1.460000,,,0,,,,
0.461000,,,0,,,,
3.960000,,,0,,,,
1.520000,,,0,,,,
2.190000,,,0,,,,
1.010000,,,0,,,,
0.390000,,,0,,,,
1.530000,,,0,,,,
0.451000,,,0,,,,
2.600000,,,0,,,,
3.580000,,,0,,,,
0.370000,,,0,,,,
1.650000,,,0,,,,
2.790000,,,0,,,,
0.284000,,,0,,,,
0.740000,,,0,,,,
0.781000,,,0,,,,
1.890000,,,0,,,,
6.720000,,,0,,,,
3.720000,,,0,,,,
1.740000,,,0,,,,
1.270000,,,0,,,,
0.448000,,,0,,,,
0.848000,,,0,,,,
3.540000,,,0,,,,
3.220000,,,0,,,,
1.940000,,,0,,,,
3.210000,,,0,,,,
0.392000,,,0,,,,
0.330000,,,0,,,,
5.320000,,,0,,,,
14.800000,,,0,,,,
4.600000,,,0,,,,
1.640000,,,0,,,,
0.681000,,,0,,,,
0.415000,,,0,,,,
0.733000,,,0,,,,
5.460000,,,0,,,,
0.636000,,,0,,,,
0.269000,,,0,,,,
0.856000,,,0,,,,
4.670000,,,0,,,,
0.401000,,,0,,,,
0.367000,,,0,,,,
0.903000,,,0,,,,
1.080000,,,0,,,,
0.264000,,,0,,,,
0.444000,,,0,,,,
3.270000,,,0,,,,
0.638000,,,0,,,,
0.552000,,,0,,,,
0.465000,,,0,,,,
0.966000,,,0,,,,
0.585000,,,0,,,,
0.733000,,,0,0.081,0.009,-0.009,0
2.100000,1.200000,-1.200000,0,0.270,0.090,-0.090,0
3.600000,0.300000,-0.300000,0,0.200,0.200,-0.200,0
1.290000,0.160000,-0.160000,0,0.270,0.060,-0.060,0
0.429000,,,0,0.270,0.060,-0.060,0
3.690000,,,0,0.060,0.200,-0.300,0
7.210000,,,0,0.060,0.200,-0.300,0
0.560000,0.101000,-0.085000,0,0.110,0.040,-0.040,0
0.510000,0.210000,-0.150000,0,0.110,0.040,-0.040,0
9.950000,0.050000,-4.620000,0,0.080,0.150,-0.150,0
4.500000,,,1,-0.580,0.300,-0.300,0
,,,,0.120,0.077,-0.083,0
10.000000,,,1,-0.543,0.013,-0.013,0
10.000000,,,1,-0.543,0.013,-0.013,0
5.550000,,,0,-0.120,0.180,-0.180,0
5.900000,,,0,-0.120,0.180,-0.180,0
2.000000,,,0,-0.120,0.180,-0.180,0
2.210000,,,0,-0.120,0.180,-0.180,0
1.990000,,,0,-0.120,0.180,-0.180,0
,,,,-0.120,0.180,-0.180,0
,,,,-0.120,0.180,-0.180,0
2.460000,0.420000,-0.360000,0,0.160,0.070,-0.070,0
,,,,0.100,0.100,-0.100,0
5.530000,,,0,-0.106,,,0
5.520000,,,0,-0.106,,,0
2.790000,,,0,0.058,0.014,-0.014,0
2.610000,,,0,-0.060,0.090,-0.090,0
10.100000,5.500000,-5.500000,0,0.023,0.002,-0.002,0
0.910000,0.360000,-0.910000,0,0.023,0.002,-0.002,0
0.363000,0.101000,-0.101000,0,0.023,0.002,-0.002,0
0.600000,0.260000,-0.560000,0,0.023,0.002,-0.002,0
1.180000,,,0,0.120,0.100,-0.100,0
0.411000,,,0,0.120,0.100,-0.100,0
1.310000,0.490000,-0.360000,0,0.220,0.130,-0.130,0
2.350000,,,0,-0.890,,,0
5.570000,0.610000,-0.590000,0,-0.150,0.040,-0.040,0
4.780000,0.560000,-0.540000,0,-0.150,0.040,-0.040,0
1.480000,,,0,-0.150,0.040,-0.040,0
14.250000,6.330000,-6.330000,0,0.020,0.100,-0.100,0
,,,,0.020,0.100,-0.100,0
,,,,0.020,0.100,-0.100,0
1.030000,,,0,0.350,0.055,-0.051,0
1.780000,,,0,-0.030,0.139,-0.170,0
4.350000,,,0,-0.160,0.260,-0.260,0
3.920000,,,0,0.040,0.070,-0.057,0
3.720000,,,0,0.010,0.140,-0.172,0
0.721000,,,0,-0.040,0.023,-0.031,0
4.660000,,,0,0.020,0.089,-0.103,0
4.500000,,,0,-0.400,0.237,-0.189,0
4.910000,,,0,0.030,0.152,-0.160,0
5.710000,,,0,-0.010,0.102,-0.102,0
2.880000,,,0,-0.120,0.091,-0.107,0
1.450000,0.830000,-0.480000,0,0.330,0.070,-0.070,0
10.500000,,,1,0.330,0.070,-0.070,0
2.640000,,,0,-0.010,0.155,-0.164,0
2.000000,,,0,0.080,0.154,-0.161,0
5.660000,,,0,0.050,0.109,-0.102,0
2.910000,,,0,0.040,0.150,-0.163,0
2.540000,,,0,-0.060,0.151,-0.150,0
1.510000,,,0,0.060,0.134,-0.151,0
2.860000,,,0,-0.030,0.137,-0.182,0
1.440000,,,0,-0.030,0.137,-0.182,0
3.220000,,,0,0.040,0.101,-0.105,0
2.300000,,,0,-0.050,0.154,-0.183,0
4.820000,,,0,0.010,0.175,-0.178,0
62.000000,,,1,0.110,0.040,-0.040,0
52.000000,,,1,0.110,0.040,-0.040,0
10.700000,5.100000,-4.600000,0,0.110,0.040,-0.040,0
2.500000,1.100000,-0.980000,0,0.110,0.040,-0.040,0
37.000000,,,1,0.110,0.040,-0.040,0
2.700000,,,0,0.000,0.103,-0.101,0
2.620000,,,0,-0.050,0.147,-0.170,0
2.580000,,,0,0.060,0.157,-0.175,0
2.240000,,,0,0.050,0.155,-0.161,0
1.330000,,,0,-0.100,0.142,-0.182,0
3.240000,,,0,-0.030,0.145,-0.181,0
2.810000,,,0,-0.020,0.151,-0.167,0
4.990000,,,0,-0.060,0.107,-0.087,0
5.440000,,,0,-0.090,0.166,-0.195,0
5.850000,,,0,0.010,0.163,-0.172,0
1.280000,0.520000,-0.500000,0,0.160,0.040,-0.040,0
1.290000,0.580000,-0.550000,0,0.160,0.040,-0.040,0
2.420000,,,0,-0.010,0.154,-0.161,0
4.920000,,,0,0.030,0.136,-0.170,0
3.500000,,,0,0.160,0.103,-0.211,0
2.380000,,,0,0.060,0.147,-0.156,0
2.730000,,,0,-0.060,0.148,-0.172,0
5.870000,,,0,-0.030,0.135,-0.183,0
1.880000,,,0,0.040,0.105,-0.099,0
5.710000,,,0,-0.030,0.139,-0.164,0
1.520000,,,0,-0.040,0.158,-0.176,0
5.010000,,,0,0.160,0.150,-0.150,0
4.820000,,,0,0.010,0.150,-0.164,0
3.620000,,,0,-0.380,0.100,-0.100,0
1.780000,,,0,-0.380,0.100,-0.100,0
1.500000,,,0,-0.380,0.100,-0.100,0
3.040000,,,0,0.010,0.094,-0.102,0
1.940000,,,0,0.010,0.136,-0.175,0
2.840000,,,0,-0.100,0.153,-0.195,0
2.330000,,,0,-0.110,0.155,-0.187,0
2.200000,,,0,0.040,0.137,-0.163,0
2.170000,,,0,-0.030,0.146,-0.163,0
3.920000,,,0,0.000,0.089,-0.092,0
3.020000,,,0,0.290,0.065,-0.062,0
5.310000,,,0,0.290,0.065,-0.062,0
4.240000,,,0,0.010,0.149,-0.160,0
5.180000,,,0,-0.330,0.083,-0.078,0
0.252000,,,0,-0.220,0.470,-0.480,0
11.200000,3.000000,-2.560000,0,-0.190,0.100,-0.100,0
4.280000,,,0,0.030,0.141,-0.165,0
4.730000,,,0,0.030,0.141,-0.165,0
1.610000,,,0,0.040,0.130,-0.166,0
1.950000,,,0,0.000,0.150,-0.175,0
5.280000,,,0,0.100,0.160,-0.171,0
